PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Quantity,Discount Amount,Tax Pct,Tax Amount,Currency,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-00063,12/07/2024,2024,Q3,July,Blanket,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-43740,Keyboard,IT Hardware,Keyboard,EA,129,0.0,5,149.64,GBP,19.9,18/07/2024,15/07/2024,-3,Yes,3,IT,CC-002,Leo Walker,Priya Sharma,CON-3254,Framework,17/02/2024,12/12/2026,Overdue,Pending,No Match,Yes,No,No,International,75.7
PO-00064,08/02/2022,2022,Q1,February,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,156,0.0,0,0.0,GBP,16.6,20/02/2022,15/02/2022,-5,Yes,7,Operations,CC-003,Maya Hall,Lisa Chen,CON-2816,Long-term,09/04/2021,07/04/2023,Paid,Paid,3-Way Match,No,No,No,International,50.9
PO-00065,24/12/2023,2023,Q4,December,Standard,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,93,0.0,20,473.74,USD,12.7,30/01/2024,29/01/2024,-1,Yes,36,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-7116,Spot,16/12/2023,13/06/2025,Pending,Overdue,2-Way Match,No,No,No,International,89.1
PO-00066,12/11/2023,2023,Q4,November,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,45,77.42,20,294.21,EUR,15.7,27/12/2023,23/12/2023,-4,Yes,41,IT,CC-002,Leo Walker,James O'Brien,NO-CONTRACT,Spot,12/11/2023,12/12/2023,Pending,Overdue,3-Way Match,No,No,Yes,International,77.2
PO-00067,26/03/2024,2024,Q1,March,Contract,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-39694,Event Mgmt,Marketing,Event Mgmt,EA,166,0.0,5,14075.06,GBP,17.9,11/05/2024,08/05/2024,-3,Yes,43,Procurement,CC-006,Frank Brown,James O'Brien,CON-8204,Long-term,05/10/2023,10/10/2024,Paid,On Hold,2-Way Match,No,No,No,International,63.2
PO-00070,25/07/2023,2023,Q3,July,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,133,0.0,20,30621.12,USD,4.5,13/09/2023,20/09/2023,7,No,57,HR,CC-005,Emma Wilson,James O'Brien,NO-CONTRACT,Spot,25/07/2023,24/08/2023,Paid,Paid,No Match,No,No,Yes,International,41.4
PO-00071,17/10/2023,2023,Q4,October,Emergency,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,77,714.33,20,2714.45,EUR,19.7,02/11/2023,30/10/2023,-3,Yes,13,Marketing,CC-004,David Lee,Tom Reynolds,NO-CONTRACT,Spot,17/10/2023,16/11/2023,Paid,Pending,No Match,No,No,No,Local,67.8
PO-00072,23/09/2022,2022,Q3,September,Emergency,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-78958,Project Mgmt Tool,IT Software,Project Mgmt Tool,EA,184,0.0,20,22012.29,GBP,-6.9,03/11/2022,08/11/2022,5,No,46,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-9476,Spot,20/07/2022,03/07/2025,Pending,Pending,2-Way Match,No,No,Yes,International,41.4
PO-00073,26/10/2024,2024,Q4,October,Contract,Open,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,43,0.0,20,758.95,AUD,6.7,03/12/2024,30/11/2024,-3,Yes,35,Marketing,CC-004,David Lee,Lisa Chen,NO-CONTRACT,Spot,26/10/2024,25/11/2024,Pending,Pending,2-Way Match,No,No,Yes,Local,75.2
PO-00074,12/11/2022,2022,Q4,November,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,145,0.0,0,0.0,AUD,-24.8,05/01/2023,14/01/2023,9,No,63,Operations,CC-003,Maya Hall,Lisa Chen,CON-1496,Long-term,26/12/2021,03/01/2024,Disputed,Paid,2-Way Match,No,No,Yes,International,41.6
PO-00075,02/09/2023,2023,Q3,September,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-40833,Desktop PC,IT Hardware,Desktop PC,EA,124,0.0,5,6643.24,GBP,13.8,22/10/2023,15/11/2023,24,No,74,Procurement,CC-006,Frank Brown,James O'Brien,NO-CONTRACT,Spot,02/09/2023,02/10/2023,Pending,Paid,3-Way Match,No,No,No,Local,67.8
PO-00077,14/04/2022,2022,Q2,April,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-39694,Event Mgmt,Marketing,Event Mgmt,EA,28,0.0,5,15675.97,USD,15.8,12/05/2022,07/05/2022,-5,Yes,23,Facilities,CC-009,Isla White,Tom Reynolds,CON-5728,Framework,29/09/2021,26/08/2023,Paid,Overdue,3-Way Match,No,No,Yes,International,41.6
PO-00078,21/09/2022,2022,Q3,September,Contract,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,94,62.84,0,0.0,GBP,18.0,28/09/2022,23/09/2022,-5,Yes,2,Procurement,CC-006,Frank Brown,James O'Brien,CON-3440,Master Supply,07/04/2022,22/06/2024,Paid,Pending,3-Way Match,No,No,No,International,89.1
PO-00079,04/11/2024,2024,Q4,November,Blanket,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,5,0.0,20,659.75,GBP,-23.9,28/11/2024,26/12/2024,28,No,52,Finance,CC-001,Alice Johnson,Lisa Chen,CON-4728,Framework,11/01/2024,12/11/2025,Pending,Pending,3-Way Match,No,No,No,International,63.2
PO-00080,12/05/2023,2023,Q2,May,Standard,Disputed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,81,0.0,5,126.89,GBP,15.2,05/07/2023,04/07/2023,-1,Yes,53,Marketing,CC-004,Nathan Young,Sarah Mitchell,CON-9498,Master Supply,29/07/2022,23/12/2023,Disputed,Overdue,3-Way Match,No,No,No,Local,67.8
PO-00081,27/12/2024,2024,Q4,December,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,64,0.0,5,46.98,AUD,6.7,20/01/2025,17/01/2025,-3,Yes,21,IT,CC-002,Leo Walker,James O'Brien,NO-CONTRACT,Spot,27/12/2024,26/01/2025,Disputed,Overdue,3-Way Match,No,No,Yes,International,77.2
PO-00082,17/02/2024,2024,Q1,February,Blanket,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,74,33668.19,0,0.0,GBP,22.7,09/03/2024,09/03/2024,0,Yes,21,Marketing,CC-004,Nathan Young,Lisa Chen,NO-CONTRACT,Spot,17/02/2024,18/03/2024,Paid,Paid,3-Way Match,No,No,No,International,89.1
PO-00083,14/04/2022,2022,Q2,April,Emergency,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,106,0.0,5,306.71,USD,4.1,19/04/2022,18/04/2022,-1,Yes,4,Finance,CC-001,Karen Clark,James O'Brien,CON-4267,Spot,01/11/2021,16/02/2023,Overdue,Pending,2-Way Match,No,No,No,International,63.2
PO-00084,18/03/2022,2022,Q1,March,Contract,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,10,7083.7,5,2007.05,GBP,29.2,09/05/2022,06/05/2022,-3,Yes,49,HR,CC-005,Emma Wilson,Lisa Chen,CON-6489,Spot,29/07/2021,12/11/2023,Paid,On Hold,3-Way Match,No,No,No,International,55.1
PO-00085,30/01/2023,2023,Q1,January,Blanket,Open,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,184,0.0,20,15867.42,GBP,8.9,19/03/2023,15/03/2023,-4,Yes,44,Finance,CC-001,Karen Clark,James O'Brien,CON-9442,Spot,17/12/2022,29/07/2024,Pending,Pending,2-Way Match,No,No,Yes,International,77.2
PO-00086,19/06/2023,2023,Q2,June,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,186,0.0,5,20.55,EUR,-18.8,27/06/2023,27/06/2023,0,Yes,8,Operations,CC-003,Clara Davies,James O'Brien,CON-6095,Framework,27/07/2022,21/11/2023,Paid,On Hold,No Match,Yes,No,No,International,44.8
PO-00087,05/02/2024,2024,Q1,February,Standard,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,56,3534.69,20,13431.83,JPY,20.4,15/02/2024,14/02/2024,-1,Yes,9,Procurement,CC-006,Frank Brown,Sarah Mitchell,CON-2838,Framework,01/05/2023,28/03/2025,Paid,Paid,3-Way Match,No,No,No,International,63.2
PO-00088,25/02/2023,2023,Q1,February,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,15,0.0,20,484.11,EUR,10.4,06/04/2023,28/04/2023,22,No,62,IT,CC-002,Leo Walker,Sarah Mitchell,CON-1049,Master Supply,05/05/2022,14/01/2023,Paid,Paid,3-Way Match,Yes,No,No,International,44.8
PO-00090,02/04/2023,2023,Q2,April,Blanket,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-65578,Monitor,IT Hardware,Monitor,EA,185,0.0,20,13258.95,GBP,9.7,06/05/2023,03/05/2023,-3,Yes,31,HR,CC-005,Olivia King,Sarah Mitchell,NO-CONTRACT,Spot,02/04/2023,02/05/2023,Pending,On Hold,2-Way Match,No,No,No,International,41.5
PO-00093,03/05/2024,2024,Q2,May,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,85,0.0,5,7951.66,GBP,-30.0,23/06/2024,19/06/2024,-4,Yes,47,Finance,CC-001,Karen Clark,Lisa Chen,CON-2192,Master Supply,08/07/2023,14/01/2026,Overdue,Pending,No Match,No,No,No,International,55.1
PO-00094,01/02/2022,2022,Q1,February,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,179,0.0,0,0.0,GBP,10.0,26/02/2022,23/02/2022,-3,Yes,22,Finance,CC-001,Karen Clark,Priya Sharma,NO-CONTRACT,Spot,01/02/2022,03/03/2022,Overdue,Paid,2-Way Match,No,No,Yes,International,52.3
PO-00095,18/10/2023,2023,Q4,October,Contract,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,57,0.0,0,0.0,JPY,-27.8,29/11/2023,29/11/2023,0,Yes,42,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,18/10/2023,17/11/2023,Paid,Pending,3-Way Match,No,No,Yes,International,77.2
PO-00096,27/09/2024,2024,Q3,September,Contract,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-32712,Branded Merchandise,Marketing,Branded Merchandise,Box,91,0.0,20,5477.11,GBP,12.7,05/11/2024,05/11/2024,0,Yes,39,Marketing,CC-004,Nathan Young,Sarah Mitchell,CON-1794,Framework,29/02/2024,14/01/2025,Pending,Pending,2-Way Match,No,No,No,International,52.0
PO-00097,16/09/2024,2024,Q3,September,Emergency,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,4,0.0,20,6371.83,AUD,7.7,22/09/2024,19/10/2024,27,No,33,Legal,CC-007,Grace Taylor,Tom Reynolds,NO-CONTRACT,Spot,16/09/2024,16/10/2024,Paid,Paid,2-Way Match,No,No,Yes,Local,75.2
PO-00098,02/07/2023,2023,Q3,July,Blanket,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,63,536.0,0,0.0,USD,21.9,12/07/2023,12/07/2023,0,Yes,10,Finance,CC-001,Alice Johnson,Sarah Mitchell,CON-7179,Long-term,04/06/2023,13/09/2025,Paid,Paid,2-Way Match,No,No,Yes,International,41.4
PO-00100,07/06/2022,2022,Q2,June,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,100,0.0,20,3203.2,USD,8.8,20/06/2022,20/06/2022,0,Yes,13,IT,CC-002,Leo Walker,Priya Sharma,NO-CONTRACT,Spot,07/06/2022,07/07/2022,Overdue,Paid,No Match,No,No,Yes,International,41.6
PO-00101,23/03/2024,2024,Q1,March,Contract,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,116,0.0,5,8448.51,GBP,12.8,08/04/2024,27/04/2024,19,No,35,IT,CC-002,Bob Smith,Lisa Chen,NO-CONTRACT,Spot,23/03/2024,22/04/2024,Paid,Paid,2-Way Match,No,No,Yes,International,77.2
PO-00102,12/11/2022,2022,Q4,November,Blanket,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,79,0.0,5,1440.72,GBP,4.2,14/12/2022,12/12/2022,-2,Yes,30,Legal,CC-007,Grace Taylor,Sarah Mitchell,NO-CONTRACT,Spot,12/11/2022,12/12/2022,Paid,Pending,3-Way Match,No,No,Yes,International,77.2
PO-00103,21/08/2023,2023,Q3,August,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,63,0.0,0,0.0,GBP,15.1,12/09/2023,09/09/2023,-3,Yes,19,IT,CC-002,Bob Smith,Tom Reynolds,CON-7899,Spot,17/12/2022,24/08/2025,Paid,Paid,3-Way Match,No,No,No,International,41.5
PO-00104,05/02/2023,2023,Q1,February,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,86,33.07,5,31.41,GBP,21.2,03/03/2023,30/03/2023,27,No,53,Finance,CC-001,Karen Clark,Lisa Chen,NO-CONTRACT,Spot,05/02/2023,07/03/2023,Disputed,Paid,No Match,No,No,No,International,55.1
PO-00105,16/10/2023,2023,Q4,October,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,84,0.0,5,5201.15,JPY,9.4,02/11/2023,01/11/2023,-1,Yes,16,Operations,CC-003,Maya Hall,Lisa Chen,NO-CONTRACT,Spot,16/10/2023,15/11/2023,Pending,Pending,No Match,No,No,No,Local,67.8
PO-00106,22/05/2022,2022,Q2,May,Blanket,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,78,0.0,20,13228.02,GBP,-26.9,20/06/2022,05/07/2022,15,No,44,R&D,CC-008,Henry Martin,Lisa Chen,CON-9300,Long-term,17/08/2021,22/03/2022,Overdue,Overdue,No Match,No,No,No,International,41.5
PO-00107,24/06/2022,2022,Q2,June,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,12,0.0,20,13269.6,GBP,15.0,16/08/2022,13/08/2022,-3,Yes,50,Finance,CC-001,Alice Johnson,Sarah Mitchell,NO-CONTRACT,Spot,24/06/2022,24/07/2022,Paid,Pending,3-Way Match,No,No,Yes,International,52.3
PO-00108,12/03/2024,2024,Q1,March,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-78252,Catering (event),HR & Training,Catering (event),EA,7,0.0,5,306.9,AUD,-9.1,24/03/2024,24/03/2024,0,Yes,12,Procurement,CC-006,Frank Brown,James O'Brien,CON-9537,Long-term,16/09/2023,14/07/2025,Pending,Paid,2-Way Match,No,Yes,No,International,52.0
PO-00109,16/02/2022,2022,Q1,February,Blanket,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,190,0.0,0,0.0,GBP,12.8,20/03/2022,28/03/2022,8,No,40,Finance,CC-001,Karen Clark,Tom Reynolds,NO-CONTRACT,Spot,16/02/2022,18/03/2022,Pending,Overdue,2-Way Match,Yes,No,No,International,52.0
PO-00110,10/01/2022,2022,Q1,January,Blanket,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,138,0.0,5,37.67,GBP,6.2,26/02/2022,15/03/2022,17,No,64,Procurement,CC-006,Frank Brown,Lisa Chen,CON-7431,Framework,16/07/2021,07/01/2023,Pending,On Hold,No Match,No,No,Yes,International,52.3
PO-00111,23/06/2022,2022,Q2,June,Emergency,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,47,0.0,0,0.0,GBP,12.1,06/07/2022,05/07/2022,-1,Yes,12,R&D,CC-008,Henry Martin,Lisa Chen,CON-3838,Master Supply,16/10/2021,03/02/2023,Paid,Paid,3-Way Match,No,Yes,Yes,International,77.2
PO-00112,20/01/2022,2022,Q1,January,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-30629,Translation Svcs,Professional Svcs,Translation Svcs,EA,127,0.0,5,2881.69,USD,10.4,25/02/2022,21/02/2022,-4,Yes,32,Operations,CC-003,Maya Hall,Tom Reynolds,NO-CONTRACT,Spot,20/01/2022,19/02/2022,Paid,Paid,2-Way Match,No,No,Yes,International,52.3
PO-00113,11/10/2024,2024,Q4,October,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-70803,Recruitment Agency,HR & Training,Recruitment Agency,EA,140,29001.77,5,27551.68,USD,17.0,03/12/2024,03/12/2024,0,Yes,53,Legal,CC-007,Grace Taylor,Sarah Mitchell,CON-5055,Spot,25/09/2024,27/06/2026,Overdue,Paid,3-Way Match,No,No,Yes,International,41.4
PO-00114,01/05/2023,2023,Q2,May,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,157,0.0,0,0.0,USD,-32.6,27/06/2023,23/06/2023,-4,Yes,53,Procurement,CC-006,Frank Brown,Lisa Chen,NO-CONTRACT,Spot,01/05/2023,31/05/2023,Paid,Pending,3-Way Match,No,No,No,Local,67.8
PO-00115,19/11/2024,2024,Q4,November,Contract,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,106,1032.33,5,464.55,GBP,26.2,18/01/2025,14/01/2025,-4,Yes,56,Procurement,CC-006,Frank Brown,Tom Reynolds,CON-7434,Long-term,08/09/2024,19/10/2026,Overdue,Pending,2-Way Match,No,No,No,International,52.0
PO-00116,05/04/2024,2024,Q2,April,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,84,0.0,20,1613.14,AUD,4.0,20/05/2024,20/05/2024,0,Yes,45,IT,CC-002,Bob Smith,Lisa Chen,CON-8039,Master Supply,27/07/2023,23/10/2024,Paid,Paid,2-Way Match,No,No,No,International,80.5
PO-00118,05/12/2022,2022,Q4,December,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,24,0.0,0,0.0,GBP,6.4,16/01/2023,02/02/2023,17,No,59,Finance,CC-001,Alice Johnson,Sarah Mitchell,CON-2975,Long-term,15/12/2021,26/10/2022,Paid,Paid,3-Way Match,Yes,Yes,No,International,52.0
PO-00119,05/09/2023,2023,Q3,September,Standard,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,145,0.0,20,349.45,GBP,-13.6,23/09/2023,23/09/2023,0,Yes,18,Legal,CC-007,Grace Taylor,Lisa Chen,CON-4559,Framework,16/07/2023,03/06/2024,Pending,Pending,No Match,No,No,No,International,41.5
PO-00120,14/10/2022,2022,Q4,October,Standard,Open,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-76816,Antivirus License,IT Software,Antivirus License,EA,154,0.0,5,529.3,EUR,16.6,12/12/2022,12/12/2022,0,Yes,59,Facilities,CC-009,Isla White,Lisa Chen,CON-7418,Spot,18/11/2021,11/07/2022,Pending,Pending,2-Way Match,No,No,No,International,52.0
PO-00122,30/04/2024,2024,Q2,April,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,40,0.0,5,368.82,JPY,3.7,25/06/2024,21/06/2024,-4,Yes,52,Sales,CC-010,Jack Harris,Sarah Mitchell,NO-CONTRACT,Spot,30/04/2024,30/05/2024,Disputed,Paid,No Match,No,No,No,International,89.1
PO-00123,26/08/2022,2022,Q3,August,Standard,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-65578,Monitor,IT Hardware,Monitor,EA,169,0.0,0,0.0,GBP,2.2,31/08/2022,16/09/2022,16,No,21,Facilities,CC-009,Isla White,Lisa Chen,CON-5247,Master Supply,17/02/2022,23/12/2022,Pending,On Hold,No Match,No,Yes,Yes,International,41.6
PO-00124,18/11/2023,2023,Q4,November,Blanket,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-31531,Spare Parts Kit,Maintenance,Spare Parts Kit,EA,148,0.0,5,3153.14,GBP,11.1,24/12/2023,23/12/2023,-1,Yes,35,HR,CC-005,Emma Wilson,Sarah Mitchell,CON-2889,Master Supply,03/03/2023,01/09/2023,Overdue,Paid,3-Way Match,No,No,No,International,80.5
PO-00125,04/11/2022,2022,Q4,November,Standard,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,183,0.0,5,93586.57,GBP,6.7,25/12/2022,03/01/2023,9,No,60,Sales,CC-010,Jack Harris,Priya Sharma,NO-CONTRACT,Spot,04/11/2022,04/12/2022,Pending,Pending,No Match,No,No,No,International,50.9
PO-00127,18/11/2023,2023,Q4,November,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,136,68367.34,5,19370.74,GBP,25.0,02/12/2023,02/12/2023,0,Yes,14,HR,CC-005,Olivia King,Tom Reynolds,CON-9515,Long-term,25/11/2022,08/06/2024,Pending,Pending,3-Way Match,Yes,No,No,International,52.0
PO-00128,08/05/2022,2022,Q2,May,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,81,1444.23,5,649.9,EUR,23.8,02/06/2022,31/05/2022,-2,Yes,23,Marketing,CC-004,David Lee,Tom Reynolds,CON-2785,Master Supply,15/03/2022,26/02/2023,Paid,Paid,2-Way Match,No,No,No,International,55.1
PO-00129,14/07/2024,2024,Q3,July,Standard,Disputed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-76104,ERP License,IT Software,ERP License,EA,176,0.0,20,425662.69,GBP,15.3,10/09/2024,07/09/2024,-3,Yes,55,Marketing,CC-004,David Lee,Priya Sharma,CON-1802,Spot,03/03/2024,17/12/2026,Pending,Pending,2-Way Match,No,No,No,International,80.5
PO-00132,08/09/2024,2024,Q3,September,Standard,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,165,42253.04,20,76055.46,AUD,16.5,17/10/2024,30/10/2024,13,No,52,Procurement,CC-006,Frank Brown,James O'Brien,CON-8940,Spot,24/11/2023,18/10/2025,Paid,Paid,3-Way Match,No,No,No,International,80.5
